user_id,item_30770,item_49901,item_92557,item_89262,item_49018,item_27577,item_10498,item_66905,item_91589,item_45373,item_73102,item_90995,item_70099,item_34040,item_75753,item_91024,item_84338,item_82793,item_92219,item_50317,item_9645,item_55428,item_96342,item_53352,item_94932,groupId
user_44424,28,69,25,19,75,50,18,57,20,85,25,45,27,5,29,65,38,61,16,56,27,19,68,57,15,854
user_58408,81,14,14,68,64,56,57,35,12,83,72,16,27,99,21,73,16,31,28,97,4,66,43,31,27,854
user_62758,82,9,36,32,99,4,15,24,61,31,11,67,62,52,18,47,42,52,91,77,62,92,82,62,33,855
user_57825,12,45,11,42,60,53,18,87,30,11,4,80,98,58,68,49,17,42,61,47,28,97,60,96,89,855
user_80755,33,24,28,87,3,45,89,26,40,47,22,76,91,28,71,48,67,58,29,37,82,27,46,64,65,855
user_68856,32,100,82,16,99,70,79,37,79,42,60,70,78,64,84,22,4,77,30,94,94,64,65,15,40,855
user_25115,60,73,65,52,5,66,27,68,15,55,55,35,45,55,37,63,92,94,32,14,72,24,43,61,43,856
user_49003,37,94,79,15,10,96,5,49,78,47,93,36,7,11,81,90,8,16,25,58,73,29,1,41,49,856
user_93517,70,74,72,65,39,85,51,20,52,11,72,69,89,49,19,20,58,83,32,47,87,90,34,50,89,856
user_38491,6,95,78,6,25,12,44,55,19,5,27,80,55,45,48,40,77,72,59,87,52,31,40,35,71,856
user_27958,95,85,78,52,37,34,59,84,49,3,84,55,64,6,52,46,92,46,52,72,61,23,6,88,90,857
user_58323,2,92,74,8,77,7,91,12,83,16,79,78,11,96,10,64,39,31,15,73,53,32,90,35,8,857
user_45635,60,46,15,45,69,26,35,29,39,96,69,22,39,64,40,13,88,94,38,4,12,58,51,15,69,857
user_91665,26,53,50,53,55,48,80,100,43,100,67,35,56,65,19,43,31,92,12,27,79,68,87,80,7,857
user_36435,49,25,35,88,52,28,65,10,93,88,95,57,62,81,48,26,1,81,6,52,3,82,27,37,87,858
user_65041,91,35,75,80,100,70,100,30,91,8,27,43,32,20,53,68,23,21,88,29,90,26,73,17,65,858
user_97927,45,22,62,66,8,26,85,14,31,25,37,92,99,16,96,14,24,81,16,65,51,59,35,30,50,858
user_79196,29,28,9,34,27,76,29,93,24,85,53,15,65,65,78,89,32,82,95,86,42,2,60,42,75,858
user_50200,83,20,73,61,24,100,74,64,9,36,81,75,83,45,52,77,16,32,17,44,95,67,66,52,11,859
user_11141,73,72,35,56,34,42,36,12,90,35,35,6,90,97,23,49,61,35,99,8,12,1,95,38,80,859
user_90673,67,54,89,51,34,75,88,82,13,21,5,59,13,44,40,83,44,82,55,53,23,9,62,90,5,859
user_25364,15,5,54,9,38,5,17,36,4,31,36,80,18,40,59,69,14,65,68,47,10,7,7,91,69,859
user_64180,44,4,88,69,75,15,73,76,61,2,100,88,49,93,41,88,58,38,25,91,22,27,2,52,14,860
user_29581,19,69,27,75,9,83,94,39,71,84,85,67,40,7,88,39,96,98,26,30,86,54,44,47,70,860
user_54388,7,31,2,92,33,55,74,90,31,53,67,25,91,98,17,39,17,72,48,67,67,22,60,67,5,860
user_35106,20,82,30,82,35,85,40,35,96,83,66,24,74,10,34,29,33,92,90,17,74,86,24,99,75,860
user_26086,53,99,40,28,20,54,60,3,53,13,8,34,68,85,35,3,75,8,69,78,75,54,45,67,33,861
user_9868,55,94,55,19,26,52,15,19,68,84,87,94,40,99,62,28,44,4,7,4,37,43,11,43,91,861
user_39009,67,23,46,59,51,66,49,7,37,17,80,91,65,69,95,81,43,87,38,88,19,13,24,99,20,861
user_73498,49,28,91,64,47,59,50,4,86,98,64,66,26,39,20,30,18,8,61,57,33,59,86,50,88,861
user_76570,62,8,81,23,59,16,84,55,81,56,6,43,90,85,34,60,58,57,94,81,81,84,78,82,43,862
user_76497,55,23,31,100,91,87,100,94,56,45,35,66,35,66,45,61,17,84,60,86,50,58,97,36,92,862
user_32243,13,96,77,83,64,46,28,62,6,57,68,25,17,7,81,47,44,51,11,68,18,20,99,62,21,862
user_63116,7,92,49,13,29,26,57,89,2,61,27,93,54,64,64,65,3,93,34,51,43,40,99,90,54,862
user_23068,71,75,62,98,39,34,73,55,21,22,24,8,30,66,84,90,23,5,29,96,88,59,75,90,38,863
user_95515,36,10,78,67,1,53,85,62,17,51,91,94,43,63,99,92,73,56,20,37,59,50,28,37,22,863
user_92711,8,83,14,7,97,27,79,26,9,40,45,18,5,13,48,23,79,65,82,60,99,26,99,38,3,863
user_64981,5,52,43,2,16,69,80,80,90,95,19,10,95,73,77,8,73,62,93,73,65,75,4,10,80,863
user_3448,82,86,27,99,75,41,83,30,82,26,87,51,41,84,31,70,48,74,57,33,66,11,45,50,61,864
user_30032,48,20,8,77,68,17,79,71,39,4,91,34,91,57,13,7,46,32,54,37,40,72,93,37,88,864
user_76330,82,42,46,21,58,98,79,62,5,30,71,47,75,58,78,35,94,71,31,49,67,76,30,81,36,864
user_90559,24,61,74,98,76,64,86,58,36,82,25,72,21,44,60,66,87,27,86,42,15,31,11,6,18,864
user_50862,85,70,51,63,26,40,67,30,23,36,55,8,43,31,24,5,5,45,70,92,7,64,100,67,8,865
user_99085,9,98,59,36,17,74,83,11,41,32,94,26,41,34,66,89,72,99,99,65,96,72,50,87,76,865
user_75013,64,24,78,15,82,53,76,13,52,52,70,87,80,86,47,39,76,30,68,73,1,98,81,10,1,865
user_25072,35,96,27,59,82,85,98,83,28,100,68,45,31,98,57,26,86,56,94,66,72,4,40,71,50,865
user_8686,73,74,63,63,20,90,7,4,41,77,89,10,83,10,15,37,42,43,76,5,15,2,19,71,89,866
user_96145,42,45,3,58,31,26,63,60,6,24,74,80,32,78,69,91,90,89,96,89,84,86,37,30,17,866
user_32681,16,13,44,29,44,60,54,59,3,28,9,90,10,68,38,17,87,88,64,66,60,57,79,79,94,866
user_66960,66,59,87,63,41,48,38,80,89,87,32,67,46,64,14,79,83,78,11,21,10,25,92,42,9,866
user_62187,42,16,26,27,29,67,10,84,20,68,7,42,83,32,74,19,66,47,4,50,51,11,12,53,5,867
user_12193,28,52,97,49,62,26,79,78,4,82,35,22,76,7,3,19,55,23,54,8,75,50,85,28,47,867
user_95269,14,27,78,78,82,53,56,99,63,22,54,49,54,31,51,59,6,64,90,88,85,19,4,85,20,867
user_66598,75,5,43,33,44,99,53,82,94,14,79,60,1,57,13,95,12,85,76,44,18,75,27,37,85,867
user_39281,22,100,92,61,82,34,32,88,18,49,28,47,38,70,32,93,95,76,66,11,29,67,66,99,38,868
user_5095,3,16,31,61,84,38,18,19,52,34,53,52,7,97,7,3,50,32,8,70,33,54,98,46,3,868
user_29270,17,87,67,58,40,60,15,93,24,31,57,73,46,11,68,1,77,86,18,94,77,84,30,15,48,868
user_60055,25,100,1,76,44,27,47,39,90,42,18,22,88,52,10,28,10,82,74,61,10,53,95,59,26,868
user_20223,2,59,25,38,60,26,5,94,48,68,96,25,41,3,39,59,31,46,17,88,42,2,15,31,5,869
user_50259,30,42,59,21,7,49,84,71,93,84,53,80,5,36,96,78,54,50,43,69,66,36,29,24,57,869
user_43023,80,43,51,1,55,70,54,4,51,32,87,69,54,30,20,71,14,11,90,64,77,30,67,6,63,869
user_7725,89,89,43,93,2,50,26,40,8,55,37,7,37,3,3,96,42,45,19,55,27,74,41,55,27,869
user_20117,51,29,96,83,91,35,75,87,1,46,33,82,64,69,15,70,21,29,53,76,92,72,3,45,73,870
user_29495,76,89,97,54,45,90,42,44,88,61,91,3,39,100,5,71,64,61,40,7,17,66,47,44,59,870
user_76668,78,30,21,78,42,52,84,50,82,97,69,12,94,96,25,99,28,22,57,14,35,18,34,30,73,870
user_56258,51,45,19,66,71,83,8,63,7,46,47,56,76,25,8,68,37,85,95,44,72,15,82,69,6,870
user_57787,81,41,25,48,61,87,57,45,18,67,89,14,87,86,89,58,48,21,99,18,23,87,17,100,3,871
user_97378,29,77,73,93,94,90,47,61,3,48,74,81,22,45,11,66,88,57,41,60,17,86,97,87,34,871
user_10813,66,13,32,45,45,20,43,43,5,15,14,91,74,98,18,7,19,49,19,61,60,76,11,100,74,871
user_97007,1,31,71,45,47,51,15,39,58,61,2,46,29,2,2,58,52,6,66,66,81,81,2,89,4,871
user_73699,39,15,40,25,60,84,30,66,12,27,20,5,98,39,33,21,100,17,55,34,25,97,83,96,55,872
user_91806,86,39,8,50,68,100,55,57,17,39,28,55,40,68,97,10,51,94,79,24,43,4,45,12,66,872
user_47229,80,23,30,67,61,78,13,67,21,82,11,53,97,43,83,8,11,31,11,63,93,9,47,65,97,872
user_17316,21,3,81,15,33,9,50,49,84,53,63,52,53,61,50,96,36,47,85,88,98,91,10,86,43,872
user_99622,90,35,91,88,100,41,5,74,3,36,37,53,28,30,67,77,25,100,98,69,56,60,35,5,32,873
user_49051,73,1,24,31,73,17,11,64,18,99,94,41,95,66,94,36,50,47,87,11,86,97,64,100,59,873
user_30660,75,64,9,26,32,83,100,51,69,23,66,71,34,9,87,16,3,7,57,18,23,21,70,85,70,873
user_20139,22,80,4,67,89,16,88,22,57,37,24,1,59,16,35,100,28,14,81,54,20,32,45,44,42,873
user_41131,34,59,64,71,97,19,100,86,62,41,48,35,63,2,89,67,6,36,54,99,15,88,11,45,48,874
user_59898,32,56,80,82,33,47,73,29,97,31,11,94,77,73,88,40,76,74,98,34,89,85,59,10,29,874
user_99523,32,33,8,49,22,96,36,59,2,11,93,59,25,78,18,43,64,78,34,93,58,40,68,88,52,874
user_72091,69,61,2,48,63,94,1,45,42,21,71,14,13,11,66,94,33,47,75,6,82,64,40,95,84,874
user_7887,65,87,70,23,48,48,18,44,39,93,10,29,31,66,16,63,44,24,95,32,53,72,99,3,13,875
user_98560,22,45,12,96,45,58,43,76,81,10,33,60,3,92,25,99,1,37,5,23,13,82,16,99,93,875
user_12951,39,15,23,22,61,45,11,64,20,44,33,15,83,19,96,9,35,46,51,82,79,31,2,70,62,875
user_54874,97,19,34,34,100,6,53,87,85,98,85,70,23,49,59,95,65,34,74,96,88,51,42,70,30,875
user_10475,6,26,72,6,16,2,44,84,68,57,14,82,47,55,13,50,3,17,88,22,19,80,7,15,37,876
user_99834,35,33,86,39,13,64,32,72,77,18,4,43,91,37,15,73,49,92,12,68,11,66,64,13,3,876
user_66733,75,18,48,63,89,1,51,88,41,51,75,17,44,83,36,96,90,16,44,66,82,59,84,51,94,876
user_9729,32,83,90,96,100,47,8,93,96,66,100,60,94,94,26,40,33,93,51,80,84,83,1,57,29,876
user_22080,23,82,60,12,36,87,12,36,84,30,39,50,42,87,27,46,4,64,73,17,88,21,41,66,6,877
user_71391,100,33,24,98,31,12,30,73,12,5,8,48,42,6,91,49,35,92,90,76,95,35,61,53,77,877
user_63370,43,91,46,48,7,20,75,84,47,77,64,54,22,77,44,25,49,64,32,66,56,26,21,46,77,877
user_96116,61,22,80,19,34,82,78,40,92,42,14,78,13,79,2,77,98,40,75,36,75,31,61,58,1,877
user_1208,11,81,65,64,30,11,79,15,35,99,14,78,35,22,81,33,16,14,93,1,72,15,54,74,4,878
user_17195,80,77,74,93,39,13,8,90,35,84,49,98,30,63,23,77,81,69,2,8,98,45,8,4,78,878
user_27193,21,66,63,70,50,41,41,90,34,78,15,66,72,91,3,27,46,92,13,13,55,88,44,45,7,878
user_67598,90,98,55,11,14,16,41,99,11,19,29,100,65,89,1,90,5,99,52,65,1,14,31,61,53,878
user_30205,3,100,23,61,28,95,74,93,5,73,60,57,53,82,76,29,96,69,96,71,79,82,71,63,32,879
user_43840,62,19,12,63,15,30,84,77,26,86,39,46,96,69,81,26,61,71,62,92,69,79,88,88,12,879
user_51926,66,99,49,52,90,7,94,18,48,87,13,35,96,43,63,55,100,72,76,18,93,32,67,80,8,879
user_69053,6,31,66,35,38,51,4,32,27,14,13,39,73,58,60,86,81,100,85,86,66,82,82,95,87,879
user_17893,13,94,14,55,69,63,100,70,40,27,66,12,7,2,14,83,44,45,54,38,62,74,4,9,36,880
user_47696,33,44,84,27,7,5,7,20,55,79,28,44,76,35,62,37,58,8,2,71,63,87,46,43,3,880
user_58290,67,90,60,60,77,82,74,83,79,52,97,13,22,24,61,62,56,14,17,72,66,19,61,12,42,880
user_34073,30,5,35,2,35,40,81,4,89,64,88,72,68,23,91,43,90,100,10,78,59,78,48,89,80,880
user_34783,84,11,56,43,1,17,32,97,86,20,37,15,81,2,76,89,100,33,95,82,81,18,19,53,84,881
user_61919,86,22,21,19,37,48,90,89,80,85,27,48,69,14,87,55,91,40,91,53,86,92,89,23,88,881
user_20169,76,95,39,40,89,60,28,60,77,56,19,100,80,41,23,76,44,29,97,98,55,28,79,77,90,881
user_6682,42,87,55,11,27,29,46,73,45,29,65,15,3,89,40,96,90,97,97,83,31,1,82,58,57,881
user_42097,86,72,53,64,47,51,26,49,95,32,9,11,87,77,4,97,97,63,70,60,89,74,62,62,78,882
user_43569,85,77,87,53,77,20,23,96,60,56,40,31,37,41,2,71,43,96,44,28,44,24,22,96,22,882
user_2084,53,72,80,3,95,20,10,29,15,32,48,45,35,73,77,96,100,71,95,33,12,43,77,56,28,882
user_10010,71,62,65,7,96,27,89,18,96,70,34,38,36,99,100,57,53,65,50,10,76,24,34,32,58,882
user_88179,78,46,3,30,93,91,5,5,66,51,47,95,34,64,76,43,57,83,28,15,60,17,58,19,46,883
user_2626,72,1,99,96,21,42,79,8,51,74,1,56,74,41,69,46,44,17,51,7,41,56,60,57,30,883
user_76662,80,73,85,60,15,58,76,62,60,46,85,59,56,27,5,76,68,50,92,53,65,11,13,13,94,883
user_93163,2,18,30,67,65,58,51,96,49,1,1,83,77,40,39,53,11,67,1,61,14,8,99,52,16,883
user_13691,40,1,53,23,92,92,39,100,98,65,19,96,77,86,58,67,46,91,38,78,12,40,55,22,48,884
user_14520,60,80,72,13,93,2,86,21,62,37,68,67,11,73,43,27,28,29,4,42,83,100,71,58,97,884
user_25468,13,5,11,98,68,1,97,20,85,78,74,5,45,59,69,53,28,61,83,32,41,5,1,97,64,884
user_45055,71,52,88,76,21,77,5,92,73,7,30,44,19,87,88,21,32,42,17,83,84,77,79,50,79,884
user_14198,61,49,84,63,7,96,22,75,93,51,70,74,87,14,29,83,57,44,5,22,79,33,41,9,25,885
user_16610,83,7,35,67,56,64,30,36,43,86,91,29,22,54,72,13,46,62,1,71,91,22,77,88,79,885
user_19089,98,32,52,16,41,99,72,99,2,55,35,64,1,24,94,25,27,21,49,93,90,87,17,50,59,885
user_27895,38,22,83,67,97,39,51,52,97,80,46,32,88,65,47,35,42,36,92,94,6,88,9,99,80,885
user_70998,95,2,53,31,36,98,91,67,17,56,30,35,42,18,81,18,81,28,13,62,40,26,49,73,92,886
user_92933,54,41,52,89,30,20,81,19,29,19,48,50,64,17,23,18,13,56,19,15,13,39,45,68,85,886
user_29983,58,1,37,92,51,81,53,59,8,31,13,36,78,4,39,81,12,80,68,71,77,77,85,98,47,886
user_20099,7,25,49,27,84,6,75,22,60,74,74,47,14,29,77,78,23,15,14,48,23,65,36,70,80,886
user_14104,70,63,83,93,85,7,11,87,95,12,26,10,69,41,49,42,65,72,82,89,75,39,74,47,22,887
user_43715,85,38,4,73,11,14,88,49,69,20,17,84,67,74,73,68,19,66,70,96,77,79,96,90,13,887
user_41381,75,28,73,78,44,94,55,44,55,1,53,100,3,79,3,41,23,81,18,6,51,11,41,88,16,887
user_4897,13,31,52,56,47,3,30,85,56,18,12,4,94,9,38,33,39,99,37,64,78,63,40,56,72,887
user_46586,52,34,97,65,80,95,12,43,53,60,29,24,70,85,83,46,9,14,16,45,17,18,20,63,20,888
user_6926,9,54,69,5,42,67,50,60,55,8,90,29,48,80,91,9,88,3,9,100,87,97,13,15,76,888
user_76462,66,52,24,41,91,80,47,65,25,48,91,94,65,87,16,16,8,24,5,7,76,85,90,64,20,888
user_27889,54,92,8,10,54,79,57,97,11,37,8,73,57,57,13,10,14,90,100,11,91,16,69,80,47,888
user_29930,37,87,67,16,91,67,86,11,54,97,100,79,21,97,89,3,35,67,56,53,25,85,18,75,23,889
user_48075,51,88,43,19,52,86,95,88,87,11,46,23,68,55,42,100,18,31,71,37,49,71,19,22,20,889
user_10353,12,62,5,60,42,41,74,70,71,23,86,11,83,91,61,74,70,26,28,51,40,10,49,5,71,889
user_13745,18,22,82,34,58,5,13,18,69,16,54,89,53,89,50,65,85,39,25,60,99,69,24,84,7,889
user_66938,39,16,38,73,41,13,99,19,13,4,60,59,37,68,5,26,22,88,13,75,30,14,48,83,67,890
user_86285,66,79,80,30,63,1,39,59,95,24,98,95,42,79,3,62,78,90,39,19,21,56,50,92,22,890
user_38235,66,26,77,37,54,92,43,17,31,63,10,97,93,92,61,71,97,21,88,56,83,45,14,74,18,890
user_1041,32,60,47,92,47,27,62,75,22,39,15,31,31,71,63,63,48,77,26,6,95,19,63,8,9,890
user_57816,24,10,75,65,89,56,27,37,100,67,67,7,97,58,35,20,82,7,26,44,98,5,31,6,100,891
user_63249,4,1,24,31,91,98,70,89,70,45,99,92,20,65,85,77,99,39,67,85,8,85,87,69,100,891
user_41808,6,100,28,78,16,47,50,66,11,69,34,25,98,96,79,42,92,6,43,9,99,32,14,76,56,891
user_98413,47,96,22,63,41,37,59,13,82,92,27,19,2,81,38,37,7,7,49,26,57,52,65,92,53,891
user_63483,75,26,65,7,20,37,34,80,68,80,88,32,10,81,43,26,96,91,11,23,78,77,11,1,35,892
user_32764,33,63,9,98,11,77,47,6,31,78,31,66,35,29,89,3,92,22,36,57,60,37,21,67,61,892
user_93428,7,92,29,99,91,64,9,66,55,95,50,55,40,85,42,82,99,61,69,94,90,85,58,3,37,892
user_7022,11,21,95,13,11,36,9,13,21,77,12,70,100,87,5,69,27,67,49,12,46,97,30,32,9,892
user_78073,23,58,29,35,34,59,75,84,42,12,24,43,83,18,73,99,70,61,38,1,82,20,92,77,14,893
user_42115,25,85,63,91,98,71,66,81,92,31,73,5,76,83,28,57,97,93,85,73,72,59,3,50,79,893
user_60996,19,90,29,22,93,49,29,32,44,10,67,49,31,75,79,5,77,79,32,28,26,34,93,12,55,893
user_3566,51,13,78,59,49,33,47,74,22,92,15,72,60,46,90,85,2,5,24,18,76,62,20,10,83,893
user_99232,15,49,89,19,69,26,12,49,72,30,53,61,54,99,21,74,83,93,89,29,64,86,20,1,36,894
user_23031,90,24,60,12,42,92,93,13,93,97,32,76,11,48,10,91,28,5,35,64,83,92,66,10,56,894
user_67471,64,59,50,87,50,71,60,70,31,62,8,4,90,85,98,56,77,19,21,85,54,99,19,33,77,894
user_68871,84,36,21,98,1,5,30,51,99,3,62,9,91,22,73,4,5,7,2,21,37,9,3,41,53,894
user_57882,63,19,88,69,4,57,81,77,48,45,57,64,90,10,79,79,39,93,68,29,67,76,71,35,58,895
user_58541,48,67,73,57,89,90,21,69,63,19,34,69,21,80,55,98,78,62,40,10,86,2,33,22,22,895
user_83602,60,24,66,16,48,66,19,74,4,99,2,29,71,64,88,17,47,46,77,94,85,24,26,39,40,895
user_65019,15,71,52,48,71,22,13,76,81,92,63,61,64,35,60,17,3,4,84,38,39,89,64,15,6,895
user_45844,42,95,75,3,48,52,64,63,50,89,94,21,45,32,96,94,28,66,27,53,1,1,76,3,39,896
user_83399,96,67,20,52,51,27,29,9,15,35,99,56,44,20,7,33,78,99,63,15,76,73,1,12,32,896
user_35779,50,73,61,11,76,100,74,20,49,39,97,43,73,77,67,85,30,100,62,58,36,51,96,59,13,896
user_93143,92,65,15,57,54,59,58,99,64,73,34,90,89,98,50,16,56,86,50,22,91,77,92,69,28,896
user_27226,29,65,9,64,59,1,69,56,11,60,4,58,74,68,87,98,36,96,52,54,53,11,43,83,96,897
user_90427,56,21,65,30,99,54,73,17,25,65,63,39,62,50,29,38,17,32,7,25,72,3,100,92,86,897
user_3672,61,31,4,44,60,52,95,57,90,90,32,38,96,80,40,83,11,27,39,47,44,37,86,51,15,897
user_86185,17,4,43,59,31,29,18,12,69,66,62,22,60,63,25,49,41,58,92,82,23,69,54,25,44,897
user_89442,98,85,79,75,20,16,70,25,68,72,31,94,68,77,21,28,82,82,64,64,56,3,43,1,56,898
user_23136,82,4,21,25,36,65,59,2,85,81,86,28,73,51,3,52,31,26,54,93,82,49,77,77,35,898
user_6989,61,35,34,58,44,2,67,16,45,34,36,14,50,57,83,80,98,33,38,85,25,81,40,96,81,898
user_46166,62,9,13,82,77,56,71,72,85,13,93,96,5,4,21,5,43,66,97,63,9,44,71,73,72,898
user_47324,82,50,22,10,87,86,21,48,79,11,90,59,34,57,71,6,30,67,68,11,44,23,19,68,47,899
user_13057,86,1,84,74,56,85,47,14,11,46,52,88,49,55,95,44,63,18,75,80,76,50,93,2,31,899
user_42053,14,82,82,32,97,52,4,91,72,39,54,57,50,90,92,9,36,11,94,77,48,30,37,12,23,899
user_16447,4,3,1,19,39,93,20,13,8,98,75,85,11,55,74,60,1,75,51,99,90,43,8,34,79,899
user_36536,90,60,97,28,39,52,65,7,64,68,78,22,100,38,67,45,30,63,77,92,64,53,35,65,6,900
user_86999,60,84,3,94,82,54,5,87,64,43,62,11,9,23,47,99,24,6,32,22,45,81,45,88,91,900
user_40508,74,58,15,39,77,29,56,88,3,6,42,100,59,58,41,10,35,2,52,6,81,32,18,93,78,900
user_68501,82,16,62,68,91,7,9,76,83,9,85,30,69,62,93,26,97,5,4,18,57,76,98,22,83,900
user_64256,49,35,95,12,100,27,61,83,18,58,24,96,72,21,48,29,72,22,25,49,82,64,50,9,73,901
user_99693,81,93,99,50,60,87,57,64,28,35,23,5,24,42,58,67,95,29,22,36,60,1,27,99,32,901
user_76484,65,5,2,21,30,12,59,81,68,75,11,80,22,33,91,78,26,59,82,14,15,86,86,80,24,901
user_67838,19,86,92,8,40,83,76,63,97,30,47,61,73,88,56,3,3,24,13,60,3,4,59,82,2,901
user_56516,17,5,97,49,27,19,88,18,41,49,88,97,88,11,10,64,41,87,77,7,19,36,1,48,99,902
user_99592,76,77,59,50,63,77,8,69,19,71,38,55,58,65,39,3,48,92,77,17,13,94,90,69,16,902
user_15159,38,90,3,80,13,11,53,43,93,68,24,72,51,47,4,16,13,35,61,25,49,21,23,92,17,902
user_93456,42,60,67,49,43,45,31,96,64,96,79,68,70,61,81,56,85,87,77,44,11,24,96,55,54,902
user_18753,38,84,53,26,9,85,7,24,82,44,83,35,62,12,93,98,29,3,99,45,7,61,97,96,14,903
user_29366,5,24,7,59,10,77,17,22,23,48,16,99,62,21,100,67,94,67,77,65,30,48,96,93,23,903
user_43517,25,78,98,46,89,94,19,62,40,66,26,11,49,17,42,1,71,63,87,2,35,31,100,14,2,903
user_75179,92,84,21,97,16,2,59,80,49,8,52,67,11,59,56,33,75,32,3,48,15,88,24,43,71,903
user_44886,18,64,79,52,54,98,95,66,23,77,60,32,48,12,9,85,24,58,7,74,65,51,48,93,83,904
user_74659,52,73,77,38,1,66,24,33,29,22,87,55,40,10,29,31,73,79,59,22,94,58,55,80,59,904
user_13580,81,42,39,65,4,14,21,89,17,69,42,25,75,66,87,93,90,55,17,29,80,54,45,100,33,904
user_57352,93,36,22,23,97,64,72,9,68,64,40,16,6,18,32,9,42,76,31,24,58,16,24,67,64,904
user_62040,82,57,23,20,81,3,14,53,97,56,33,87,71,94,77,97,57,72,26,33,96,31,85,23,68,905
user_41086,96,36,94,90,21,51,75,80,90,22,59,59,76,47,12,93,87,30,38,62,29,8,100,69,36,905
user_45146,65,14,2,65,34,55,73,11,29,90,59,8,68,29,96,60,87,39,59,82,37,27,69,59,70,905
user_17343,83,15,99,67,53,29,91,19,50,3,53,75,63,46,50,16,54,77,19,81,31,39,83,55,96,905
user_67010,6,85,76,21,45,62,49,73,81,32,5,46,62,75,14,91,98,81,32,8,97,81,82,24,57,906
user_27307,83,69,59,83,84,90,92,23,75,76,46,68,29,91,85,59,27,71,72,66,87,19,26,55,21,906
user_20244,86,23,4,44,27,82,36,70,41,4,97,7,43,1,48,26,63,75,55,95,52,74,31,24,51,906
user_17674,70,32,49,45,42,1,79,14,71,20,62,86,36,84,68,55,73,3,96,96,17,68,56,74,10,906
user_64209,25,37,63,91,34,55,91,31,56,27,31,70,39,78,60,65,32,8,47,43,96,60,65,97,89,907
user_25766,99,83,81,94,88,71,61,20,19,42,1,12,3,58,98,27,24,27,42,88,50,59,69,56,24,907
user_39806,39,75,5,44,77,92,87,35,41,34,70,72,47,79,16,62,100,37,44,12,90,54,13,67,85,907
user_52531,40,3,59,69,86,8,9,15,82,43,42,22,53,21,25,35,72,88,19,39,70,59,59,26,30,907
user_62504,100,80,54,89,18,39,83,92,8,40,100,68,57,16,46,43,73,94,49,50,59,40,66,32,51,908
user_30576,19,48,96,73,20,26,36,80,4,82,97,57,38,99,84,15,89,51,70,83,95,44,81,9,84,908
user_93752,15,44,81,77,64,50,37,87,98,72,81,2,61,55,23,53,2,63,15,74,100,26,59,45,80,908
user_28374,9,50,51,13,33,69,12,14,3,86,62,99,79,11,9,92,98,50,78,10,27,2,34,81,81,908
user_37306,86,98,55,29,89,13,18,9,96,95,29,48,85,45,26,30,71,65,2,46,90,19,85,15,30,909
user_66080,4,72,63,100,88,71,11,26,91,37,29,59,89,95,74,85,4,2,70,73,59,9,78,81,97,909
user_64732,79,4,82,69,62,24,75,22,36,53,42,80,40,30,1,84,61,59,100,54,50,41,51,61,34,909
user_94059,35,27,36,3,81,55,71,38,24,18,49,13,49,50,36,53,87,64,24,56,24,41,96,81,86,909
user_93595,44,98,71,28,22,27,85,42,82,86,91,5,58,25,45,51,82,62,30,46,60,83,10,64,59,910
user_13648,59,30,27,7,67,40,18,94,40,95,7,75,32,10,75,59,35,67,80,88,51,92,23,46,85,910
user_22606,50,69,15,87,61,59,68,31,40,20,48,79,52,1,69,59,5,58,61,18,4,26,93,69,71,910
user_89898,89,81,26,37,96,41,40,51,47,10,70,64,41,80,100,58,10,20,83,81,29,33,13,89,46,910
user_70657,83,87,66,8,7,46,95,20,34,38,88,15,76,54,84,84,54,89,22,92,15,52,52,11,39,911
user_66793,100,81,73,24,43,71,87,41,37,84,21,66,84,43,32,100,76,74,20,19,69,79,91,12,6,911
user_66764,27,15,59,92,86,57,43,30,66,48,58,48,43,43,4,8,4,5,68,76,71,28,86,11,10,911
user_10791,50,7,66,66,36,19,16,10,17,81,45,45,70,98,69,49,1,76,57,68,29,81,8,47,92,911
user_64172,83,85,24,96,85,68,28,71,53,53,5,42,68,77,100,50,72,62,100,42,94,53,10,65,36,912
user_6861,67,97,13,37,6,41,50,92,65,61,56,88,29,66,36,24,56,43,97,62,57,17,50,8,75,912
user_84175,88,27,37,44,73,5,8,34,61,41,12,45,31,34,49,45,25,67,84,59,48,40,23,57,7,912
user_17368,85,63,41,25,8,15,46,61,34,33,82,93,87,10,51,88,84,57,52,97,33,38,84,99,93,912
user_32890,54,44,34,75,31,2,36,24,70,58,74,3,23,2,22,72,39,94,98,39,19,39,30,53,57,913
user_30287,47,25,53,41,90,51,100,50,25,91,84,68,17,83,52,41,34,69,10,4,40,48,35,24,55,913
user_53932,2,57,72,43,30,39,13,15,62,100,81,84,1,5,40,37,17,84,47,38,39,97,98,94,93,913
user_95115,59,66,27,78,16,65,23,73,55,93,18,84,86,12,40,42,84,99,26,79,58,38,53,64,28,913
user_3919,100,57,60,4,55,76,82,50,15,61,62,66,76,89,97,59,99,64,84,84,29,65,74,54,4,914
user_29808,88,94,52,61,28,34,60,61,7,44,81,61,30,41,32,32,32,26,59,24,7,60,43,40,82,914
user_50023,52,49,94,20,68,65,44,90,50,91,6,55,37,39,16,89,82,98,26,58,94,36,67,49,21,914
user_26721,47,34,99,90,98,99,98,78,91,86,55,46,21,37,6,20,30,28,18,82,78,95,31,82,66,914
user_69310,85,3,67,54,19,18,88,46,39,18,75,28,13,27,41,65,20,62,47,63,53,69,59,13,81,915
